ID,text,label
2364798,my heart broke into piece,negative
188406,Naw But it my fault cuz I have n't applied anywhere yet I have no drive I am about to apply at the former Tweeter Center though,negative
2868242,anything that evanescence sings is per definition gay in my book which is good and that cover is pretty awesome,positive
1885141,ha i just don t think it will be a good a the tech demo also this ha to be a pedophile wet dream,negative
3104100,see how facebook ha a concept sliding from social networking to a semi microblogging site because of it ing,positive
1297958,Just finiish school and wanted to tell you that Bethany ha a fanny in her name Bef fanny see ?,positive
643947,awe shane I just watched your father day video ! I know Exactly how you feel my dad passed away when I wa 9,negative
2746287,about to get a good hour sleep,positive
1143149,is watching the da vinci code with cousin daniel,positive
570824,In the mountain for the day no service,negative
2299604,waited for davetoday but he snuck out the secret entrance and elevator,negative
1925623,i m going to need a new pair of hand by the end of preliminary geez this homework and essay will be the death of me save me,negative
1136140,ahh I 'm sorry I wa creeping on your tweet hahaha I WANT ONE hahaha it look cute,positive
2856193,that definition would fit me nicely,positive
1558273,it 's really good all I buy is organic now what I do is try to find everything I do like but organic I get creative with it !,positive
1628061,for some reason when i woke up this morning my allergy were horrible i now finally got back my sense of smell,negative
284280,Forgot to deactivate my Fw CS4 to add my serial Today it would n't launch since it expired Winding the clock back wa the only solution,negative
2512273,foldn some laundry what a sat nite lol it all good a long a i am w essex,positive
602975,Ca n't find someone to work 3 7 for me so I can see my son graduate 5th grade,negative
2746502,i could do that,positive
549117,Hunter and his friend Hunter and Ben sat right behind you and bothered you the whole time,negative
81308,I want to read but i know i will fall asleep if i do,negative
565029,amazon fail I decided to buy some mp3 downloads from this morning with a gift certificate It just charged me without asking,negative
2726445,you could always cultivate your inner super geek and do music,positive
1308273,I had fun with you two lady today Glad you guy could make it thanks for coming,positive
1851449,i m sad too i m definitely going to buy the season though,negative
2051981,teething ha been awake most of the might she s lucky she s cute,negative
1249240,even though i have shaved my head guess what you can still donate,positive
1279401,Hi yeah It wa a good turnout Town wa busy so I do n't blame you about the parking,positive
2304733,when tom coming on i wan na talk to a friend and sadie and stacey are busy,negative
119407,I love how NO ONE want to hire me,negative
3093671,i forgot that adam brody ha a guest spot on gilmore girl i am geeking out right now,positive
2328493,ed mcmahon is dead unfortunately i am correct sir,negative
2133112,i soo crush barry watson during those day good you zerogravity isn t played in manila s radio station yet,negative
2718031,lot of advance in treating tts since our girl were born,positive
2623983,great tip i m always looking for idea to blog about so both of those will be helpful thanks,positive
786228,Do n't know what to do today,negative
1821837,is hoping that the girl he just hangout with don t think he is a freak,negative
425615,Having issue charging my phone Using Pastor Abel 's laptop that had gone to sleep and took the charge away,negative
1362990,thinking about how cool it would be to have a ball pit in my room like at mcdonald 's but much cleaner,positive
466096,is what I 'm reading correct ? ? NKOTB have cancelled to OZ tour ? ? please tell me it 's not true,negative
1232537,So my bos did n't show up for work today Instead of calling him my co worker and I decided to take the day off ha ha,positive
1020437,enjoy is certainly a relative term when it come 2 p90x training 4 an ironman wa easier than working out w,positive
1492158,hey ! Cougar town look really good do you know if it will be coming to England ? Thought dirt wa amazing by the way ! Jen x,positive
448573,I Am off to bed now school tomorrow,negative
769199,My furniture is white I think I will consider yellow ! I have a yucky cold grayish wallpaper on the wall right now,negative
2735259,anyone interested with my st ebook in lulu com only,positive
731744,Finally reading the chapter for my exam tomorrow 1 down 9 to go,negative
2662241,i just saw your i m sorry anyway don t be jealous of my lifestyle you ll have it one day,positive
281870,I wan na Go biking but I do n't have a bike loll,negative
1896723,wishing i could do the drumming add much,negative
2912931,the drama in august rush is a bit over the top but it got great music none the less cannot help but hum it tune once the movie end,positive
2469592,beto s pizzeria is on banksville rd in i believe the beachview area sorry to answer like year later,positive
2849259,i wa a little while ago lmao lt,positive
188923,I tried the best I could to make baby cheer up but nothing seems to be working,negative
936723,I 've been really great thanks shedding the stress of corp life now working freelance and it beautiful and you ?,positive
2194997,in va until saturday than here i come nc back to pa on monday,negative
3037721,had a fun filled night,positive
459069,I 'm keeping that beard forever,negative
2732890,wow you are a busy guy,positive
2195603,thanks so much i think these are usually card specific though bummer because they never send them to me anymore,negative
2935503,okay but do not be sad because today is day of the party,positive
2545825,keep forgetting i m on twitter wow we have a lot to catch up on guy,positive
594010,i 'm like all sleepy at the of course now,negative
348020,I 'm pretty sure my stomach ha waged war against me,negative
1901127,just woke up from do awful dream now i cannot get back to sleep,negative
2675807,oh yes i am i have sent you proof of that,positive
1689224,ok i m exhausted i need to sleep back to work tomorrow i m pouting talk to you latah good knight,negative
1096527,is sure that Archie will eventually leave Veronica and run back to the waiting arm of Betty,positive
475169,I 've been good How are you ? I just wish that I wa closer Have I missed anything ? ?,negative
2733944,way to twitter during service and nice job on them key today,positive
260775,it really suck that just watching my favorite show make me miss her and I being best friend i am heidi and she 's lauren,negative
19193,No one 's following me !,negative
1528642,Nope Read the ? again,positive
427488,is n't it a miserable day ? Hope your mood improves,negative
2865897,lol i know that guy and i cannot believe you haven t been following her geez abbey where have you been for the last century,positive
1638824,i m sorry for you guy remember i think of you,negative
643912,nope seems they do n't ship them with nitrous oxide,negative
1712747,time is going realy quick today x,negative
2855174,what a month of may i m totally spent nothing left in the tank i can t believe i survived ok back to work tomorrow,positive
2660018,i m having a kometi with joy and my sakops and watching kmjs,positive
2207287,too tired to function,negative
1823690,aww that wa silly now was not it,negative
1690418,just talked to my mom on the phone for hour and is currently a little homesick,negative
732243,Ca n't sleep Too much on my mind,negative
2997647,love is what make you smile when you re tired,positive
119419,Is really not feeling the london weather to be honest I want to go on holiday ahh,negative
3024341,that sound like a corollary to murphy s law,positive
860659,Thanks man I will be thinking of you guy,positive
1890985,i still have to finish my pre cal not fun,negative
1858377,oh really i ll have to give it a try but i think i ll be too late to stop this year s delivery,negative
218937,just got home from the movie it wa great altough it made me sad that rexy did not appear much but oh well it wa cool,negative
376577,I 'm really hoping that the military did n't take my baby 's care package because they knew food wa in it,negative
2953414,back from nottingham so proud of the driving now absolutely shattered going to spend the night writing my life away x,positive
623418,Have a great show tonight I really wish that I could be there,negative
496781,ugh i missed almost an hour of raw when it wa in north carolina,negative
1102087,haha They did seem have a different accent glare and yeah I wan na know what they would have said if I had said yes,positive
2952241,baby duck are really cute patience is a virtue some of you have to work saturday,positive
561101,I love Dewey from Malcolm in the Middle he played Fuzzy in Cider House Rules he died,negative
2879680,a little or large inspiration this is lovely,positive
2675876,still waiting on some music,positive
2876709,good morning right on i sure hope you are ready lol isn t the concert tomorrow i play the drum to but i play djembe one,positive
1256568,This is fun !,positive
77486,or even just Peter I know,negative
496754,I really do n't even know what todo,negative
271683,Bellvue ha a lot of crazy people Most of them work for au bon pain YIKES ! ! !,negative
2015141,day to alaska did a short day and stopped in lethbridge ab rained almost all day snowing in banff will probably skip on way up,negative
404736,the nearest is pretty far away but perhaps after the summer perhaps,negative
866497,is headed to the bedroom to watch TV and chill with the hubby for the night God bless and rest easy folk,positive
1432906,renovation are one of the biggest because of divorce chill pill and a glass of wine,positive
1443233,Totally agree ! ! Jess Alba should have been top 5 at least ! I would like to rearrange that list a little haha,positive
611470,Did n't know Lemon wa your fav These are awesome too ! Sorry !,negative
396417,i cannot speak to youu you told me to Shut up !,negative
1424505,mm strawberry and blueberry with strawberry ice cream tasty,positive
1367116,same here where you going ?,positive
1087489,no not at all I 've enjoyed are intresting to say the least conversation notastalker,positive
905727,Reminising on such a wonderful day yesterday with my family and my love Nothing like shooting some basketball with the men in my life,positive
1786241,my eldest son s ni number ha just arrived in the post he s growing up and i hate it,negative
2452875,just watched amp commented your video that wa awesome how long have you been dancing for,positive
395315,What hurt the most by rascall flat is my life captured in a song,negative
51237,I love THe Game like seriously They wo n't know until May 2o something a of whether it 's being taken off I will be crushed,negative
2895707,i m having my clothes dryer repaired right now by appliance repair received a big discount because i scheduled appt online,positive
1602080,hoping i can fall asleep after watching knowing definitely wasn t national treasure,negative
2780983,that s the best thing to hear on a monday morning,positive
2468183,shopping tomorrow i think yes,positive
2439958,reading my new magazine that the jonas brother are on the cover of,positive
912438,my best friend won ticket to see them from kiis fm !,positive
1438339,Still tired from yesterday ! About to cuddle up with my baby and make it a movie night,positive
2081120,bummed out that i didn t get picked in nyc marathon lottery,negative
2974469,thai cafe on westwood blvd ha good rice,positive
722048,agh the pain me think my wisdom are coming in,negative
1847057,i know i almost cried it doesn t help that i have leather seat stupid nashville i ranted about it on my blog lol,negative
1681965,yeah trying to recover my jap series from my corrupt hard drive,negative
2470103,got ta go drive my dad around today but i ll be back this afternoon,positive
1126988,Make sure you tell her that and often,positive
1628578,sitting bored in my house,negative
919380,Who 's going out tonight ? I want to go out xx,positive
1910143,trying to get ahead of my work schedule so i am not so behind when i get back from wisconsin i don t think it is working,negative
1666246,my faith ha grown my future is promised my family is protected my foundation is him my reaction will show my faith level zorras no,negative
1663871,we won t be able to watch it then so out of order x,negative
1110596,is going to get all 3 said it all single just for the nice cover sleeve to hold them in yeh i am cool do not lie !,positive
3017910,comma splicing is just the sign of being a real writer you re aiming for poetic flair instead of perfect english grammar,positive
455525,Why doe meatloaf take so long to cook ? If jeni were around she would blame the communist,negative
1851243,sorry to hear that girl,negative
313783,too bad mitchel mussos 's album did not come out in Estonia and i did n't see the Lil'Wayne 's album neither S saad,negative
2255835,i totally just entered a silent auction to win jonas brother ticket i m so cool i probably won t win though sad face,negative
571711,ugghh having trouble getting his music from his old shitty computer to his new macbook can anyone help ?,negative
2335187,i just got smoke in my eye,negative
990118,hug hug hug x a gazillion love you too So excited that when I come back I will have a you !,positive
2633277,very quiet a little sad but my goal is to get lot of rest they re at a father son campout,positive
2692688,yeeaayuuhh magic are going to the final,positive
1735539,i need to study,negative
1634164,i need people to text me with there number i lost al mine boo i hate painting garden furniture,negative
2948088,thanks for the follow friday hope you are having a good weekend,positive
1582237,at lunch with kbr ! yumm,positive
2297814,miss his girlfriend o o,negative
2772325,it s difficult to get used to,positive
2230266,i don t know what to do with research,negative
1385204,I thought he wa good in Notting Hill which I just watched I would probably have a preference for Liz Hurley rather than Hugh,positive
1620586,say my poker ranking is going so so down,negative
1514718,ah is it ? It mean Bengali Day,positive
137523,this is not my place,negative
2570295,pah my parent i aspre to be far greater than they ever were,positive
153926,noo i 've forgotten how to play 7 thing on the guitar it 's been a while,negative
32144,Sitting at computer and kind of bored doing a bit of science case study,negative
899284,Monday not going to work Closing my door going to finish my assignment goodmorn opportunity to get a Blackberry,positive
1873491,while you re here what is the password for your channel i cannot find it again,negative
323098,At home after 4h of training with hill need to rest now I miss my wife,negative
2997873,got a email from my wife that she stay at her parent house tonight yeah i m single for tonight yatta,positive
343335,my little brother is going to be in junior high next school year he 's growing up so fast i want it to stop,negative
1765880,i hate not bringing my ipod to school,negative
2962562,wow you just opened urself for some interesting tweet back have fun reading those,positive
772080,Ca n't you try to come back ? We really do miss you and your hand,negative
1938961,is very worried about taytay he s sick i hope he get well amp feel better amp back to his old self very soon,negative
1696684,i gain and lose about follower a day darn bot i m living for the day that i ll be followed by a real person,negative
1690263,the weekend is over sad,negative
124718,Why is every lockable postgrad desk not available until next year ? head thump on desk ever so ungently,negative
2599383,must have been quite an experience would love to do a climb like that if i were in any sort of shape,positive
2027262,lmfao t pain quot big as chain quot i could do so much with k,negative
2120354,aww that s so unfair well theirs always that offer of a male stripper but i think we ll have to hide his gun first,negative
1051835,Internets been a bitch all day ti all well now though,positive
2049803,quite disappointed there wa not storm last night,negative
1906458,oh no i just lost a lovely vintage telephone still trying for another,negative
248536,i have what is quite possibly the most boring bedtime reading ever,negative
3108268,lol ice cream is happy food hope that scoop make you a little happier,positive
1903287,feelin better still wish i wa home though got more hour,negative
2079449,so irritating i m trying to remember a song based on the music video and all i remember is a white room and a saxophone,negative
2986328,day no bar great night at and playing rockband and etc thanks you guy next time we ll bring beer,positive
1389533,very nearly wedding time ! !,positive
1257558,he say this about you but i 'm sure he is sweaty EVERYDAY ki,positive
2200406,is sitting in the atlanta airport waiting on a delayed flight,negative
964463,Just made a HUGE airsoft order ! I canny wait for it to arrive !,positive
2900885,baseball this weekend i hope we win doubt it though,positive
1359991,I 'm excited about it,positive
418391,I 'm bawling my eye out while watching Titanic I 've seen this movie 100 time I will never let go,negative
2115968,yes gang up on me i wa thinking more wasp bee,negative
1714358,hey my inforks fam please send your best wish to he ha the stomach flu really bad,negative
936715,back on the lottery winning streak,positive
2123796,had stir fry for dinner alone,negative
2329826,had so much fun last night with going to miss everyone,negative
984611,race this saturday member lounge wew,positive
2877111,i just remember that i have not eaten anything today but it pm,positive
2063086,school again after weekend make me not happy,negative
3063128,unbelievable hope the you give italy a run for their money too a little later,positive
574302,new hair and a to do list that is wayy too long,negative
2958893,it s a great avatar nothing wrong with that,positive
737115,ha got ta help my mum wash up Bad time !,negative
2073151,i really need to get out of the house i miss civilization,negative
153999,summer just got a little worse,negative
2118057,rip bicycle what happened to it,negative
1152711,Today wa both tiring and fun and my sister wa there for most of it I love her !,positive
1608966,trying to get rid of a stupid virus off of our computer hubby accidentally opened something ridiculous,negative
2674039,where did you get that from,positive
1085814,Blog Qavimator how do I do this please Yay ! Someone who read maybe know the answer I hope I have,positive
1482667,Funny planning to see you live again make me feel like quot drinking fountain shorter than they used to be quot,positive
38262,because you were waiting for me sorry,negative
1176867,my Dante ! omgoodness I 've missed you so much ! yep I will actually b there once in June and in July Can we record wen I go ? Xoxo,positive
2038530,wish i wa at the tlth dvd release tear,negative
1779589,game over i need my cavs to make it tomorrow,negative
512948,Hope I can sleep tonight LOL ! ! ! Love the beating heart but I have a very difficult exam tommorrow,negative
2578041,thanks torus it s better already my denture practical went well and i got a killer leg workout in score plus no car accident,positive
1653292,lol you so crazee i have the biggest headache though,negative
85473,Soo tired today I do n't wan na revisee,negative
241605,i see how it is,negative
1774676,is about to see adriana off for a month,negative
1943891,yr av is a surreal a the event year ago,negative
1247906,peace out ! see some of you all at community group,positive
1903282,thanks sorry not to get to meet more people i wa feeling so ill yesterday hope you had a useful day,negative
688786,is tired,negative
1024952,You 've always been quot badass quot ! And I mean that in a good way !,positive
2142808,oh waking up this early is tiring,negative
1646656,time is running out again,negative
223855,Wow Boy In the Striped Pajamas wa such a sad movie,negative
2652220,dap rds it oke,positive
501502,The rap game need change and I 'm the cashier wish I came up with that line but I did n't,negative
558066,I want to go to the merritt mountain music fest this year but no one want to go with me,negative
2361047,choir practice today i love it but the teacher said i have to sing a part alone oh noo i hate singing alone i sing soo bad,negative
1177240,need to get a dock w speaker for my ipod radio at the pool is cool but sometimes I want a little or on demand,positive
1960236,going to wal mart,negative
2555498,lol i have been a huge jet fan since probably before you were born i wa just kidding but dkny is a well known clothes line,positive
1193032,For a compairison my friend shot a 69 yesterday and 77 today I won today but he blew me away yesterday So my 75 look pretty decent,positive
1204053,text 6633 and reply with 5 to vote for twilight a the best movie of the year at the mtv movie award,positive
959568,SG l ? ch cu ? i thi Them c ? ng ? ? nh spend ph ? n l ? n th ? i gian ? Ph Yn v Ty Nguyn ? i ? i ! Tr ? ? c khi Tu n ? o nt TN ln,positive
1920887,nice taryn is boring like right now bcuz i just swapped ipod with this boy at work that barely say word to me,negative
2106974,i missed you too and you should feel warm and fussy i ignore a lot a people except my k v com girl,negative
549893,haha yes ! the thing is though i did n't know whether to post it on facebook or twitter ! so many choice,negative
176044,ha a tummy ache,negative
964985,Never have had the bud light lime Heading to sam club now Going to enjoy the sunshine,positive
2325497,omg my drummer quit th band but none of you weirdo would fit i need a fellow unpopular person lik me not someone i do not kno,negative
1906352,so sad what happened to those lost from the french airplane,negative
1843025,i wa going to say eating ton of coral they must be sh tting brick seems it s sand though,negative
2849417,just dominated a bag of pop rock,positive
47408,I 'm such a lonely bird,negative
476416,Kevin Jonas Snr is a flake he promised me ticket to JoBros ' Wembley gig took my number and everything and nada,negative
1608371,lol he wasn t yesterday but we re alright now aaghh i have to go to work when it nice and sunnyy typical,negative
2073254,a of wednesday it s potentially goodbye college hello big bad world,negative
2064564,boo urn to stomach infection hope you feel better soon,negative
515123,recently my email inbox is full by sale notification from many store,negative
545,At work,negative
390463,ohh i so much missed this 1 had lot of work,negative
2032300,just ate at taco loco in laguna beach had the tofu amp mushroom taco not impressed,negative
2463034,very much so especially when the company on here is so great,positive
392012,my FB seems to be working fine for me,negative
1256678,i have new follower,positive
2191231,darn wa one point away from getting a b in math,negative
2741191,omg that is scary i am glad she is safe and okay,positive
3058405,toronto welcome you and you are in luck because the weather this week is supposed to be pretty sweet,positive
2144473,oh no forgot to bring the jesse mccartney album to work,negative
1822652,i cried but i think that wa because i wa sitting next to adam,negative
2977989,all the baby are tucked in for the night and now joshua and i are cuddled up to watch an old school flick,positive
1475996,Or maybe he wa ? ? ! ! ? ? ! I would n't know what he look like but I presume somebody just took too many of something amp did n't crash yet,positive
3123155,goingg out in while with some somee cool kid who decided to skip school todayy cough,positive
1715480,my baby s cutest pjs are just about too small,negative
103905,Oh no ! Where will you go to get his checkup then ?,negative
2565651,thank you for followfriday you made my friday,positive
2707699,didn t know until now that selena gomez wa on the spy kid d movie,positive
2162741,i guess you were just lt hour late,negative
1667710,i wa way sad though because that article confirmed that king is dead i wa loving that show so much,negative
2242584,don t feel to bad squarespace doesn t seem to want to give one to me either,negative
2346226,i wish we didn t need one,negative
1315764,all went well thank God ! ! !,positive
330629,i want to know what is my section and who are my classmate,negative
34044,woops I will update it shortly right now I think I will wait just cut my finger open on a large knife,negative
246588,I do n't know what her exact status is but she ha n't been online since she moved so I guess she doe n't have internet yet,negative
584597,God broke our heart to prove to you He only take the best Rest in peace Poppy,negative
1759457,had fun tonight make up pillow fight and skin wish i could have stayed over,negative
2384540,can t decide what travel bag to take,positive
1797435,i didn t want it to end i heard the japanese version isn t a good you ll have to tell me korean movie night this summaa,negative
2195793,is going up to my mom for like week going to miss him,negative
2670551,thanks to everyone for the birthday wish,positive
1049006,Woo Hoo just saw my cat next door The stinker ran away but the tuna seems to be working,positive
52157,i feel awful but i have to work at 2 ughh,negative
2346789,i agree there s a myspace but someone else run it and not sure she ever see message hope eden can nudge her,negative
1709216,doe anyone have any good tip for curing hayfever i ve taken medicine it didn t work i need to study today and i cannot concentrate,negative
328267,I keep having to remind myself that i am not gon na have the body i want by eating junk food,negative
750877,Trying to find a tmobile phone cuz mine got smashed while we were moving into our new apartment,negative
1178956,off for a walk up the canal with my mum cu the sun is still shining might take my camera a well,positive
45937,shitty seat for Wolverine it wa still okay though Not too fond of prequels in the first place,negative
86125,I get pissed fast and sometimes people are trying to piss me off just the see how I react ! It 's so annoying,negative
137348,MG oil had one of my blog about convenience store deleted from my sight censorship BOO ! ! ! ! ! ! ! ! ! !,negative
2241302,thanks for the info damn it i don t have the to go to vega,negative
2914162,sending out email about mountain avenue bridal having a huge sample sale this weekend,positive
846841,I am thinking about Mass Control and how cool it it 's going to be ? Really pleased have landed in US it 's actually happening,positive
1506867,Check through the review a gamerankings com aggregator ? There have been some for sure that score inn orig ca n't remember which,positive
263191,stupid teacher took my fone,negative
2264062,i need a stunt double gary had the nurse call me at this morning wondering where i wa sleepy,negative
1812093,just got home from the movie it wa great altough it made me sad that rexy did not appear much but oh well it wa cool,negative
470443,people judging other people are heck of a sh t ! they are n't perfect anyways ! ! !,negative
2980986,hey ashley how are you i can t wait to look at the pic,positive
1962737,it s such a nice day today but if only it were degree warmer i miss summer,negative
3032983,baby making with someone who ha the letter k s i r t in her name,positive
1122750,You relax that back into submission ! The world will wait for your domination another day,positive
1361549,Going to the gym today Not looking forward to it But hey bright side I 'm spending time with the BFF tomorrow Should be amazing,positive
832178,i have seen YOU play at wembley stadium,positive
2424609,we should dress up rich and go and test some monster while shamelessly toying with the hope of car salesman,positive
725808,surfed maui but think she aggravated that rib she bruised surfing in Oz a almost 2 yr ago,negative
246024,I actually lied and said I had to go in to work to avoid her Now I sit here Do n't want to work It 's sunny I 'm hiding It suck,negative
813968,Yankees lost their first home game at their new stadium conceding 10 home run ! wow ! Wish I could have seen that hehehe Boston fan,positive
2049487,grr at msn last night hardly anyone wa getting my message properly and then internet messing up just cba with it,negative
2272604,you r not following me so i can not dm back at you,negative
1252530,I stayed off twitter all day and got SO much work done But it wa not nearly a much fun,positive
392416,I wish there wa a FMC tour stop in Nashville,negative
2926134,tea with no biscuit how inhumane i think we need to get amnesty international in on this hang in there mate be brave,positive
2069975,nevermind i though the voting might not be open yet but it is,negative
530945,Why doe it feel like Friday ? It 's only Tuesday ! Stop messing with me head !,negative
2209970,i thought rachel maddow did,negative
2984209,off for the night today wa excellent,positive
1950265,a soon a i get done so if i work fast enough probably like a week,negative
1705535,too itchy to concentrate i think i should go mia again feel like time is running low for more final this week,negative
1822087,verry nice choice loved the movie but some part made me very sad,negative
9473,i had no one to play with me at the park today hopefully tomorrow is n't so lonely when i attempt to play basketball,negative
348569,my mum will not let me go i am really sorry it just co of the money we might be 400 worse off a of next month so ya know,negative
1447217,it official i want a nikon camera get all professional and what not,positive
1762419,ugh the delivery wa postponed she is not having the baby til and i ll be at work,negative
2029986,oops me think the explosion ha just blown up,negative
904591,I am UCE I did my PGCE there went to Leicester for my main degree though,positive
1801504,i hate getting outbid on ebay rss item to go through boo,negative
2556121,i vote caitlyn nice name but easily shortened remember you must be able to scream the name at full volume,positive
2721076,hi everybody how are you doing,positive
921342,Happy Mothers Day to all the mom out there Will see mine later today,positive
2291640,me too i wa so upset that eli stone and pushing daisy won t be returning this fall,negative
3018137,ahh this is happiness,positive
95376,Omg My stomach hurt so bad I can hardly move Feels like I have a side stitch too I HATE being sick,negative
10805,I need some hangover remedy Currently feeling a mess,negative
1810188,still haven t seen yet this weekend,negative
2777955,seriously that s you a,positive
1997226,alyssalaganosky can t say that i actually want to be at this party,negative
131302,I 'm so tired I will make it though,negative
414425,dad is getting a blood transfusion right now since he 's lost so much blood from the colitis attack poor pop,negative
1912810,ok not really praying because i never pray but i m thinking on them the line of live is so thinny sometimes,negative
2041644,dammit they lost,negative
3098559,no but you made the top probably,positive
350318,Man ! I do n't know how you guy are doing it because I totally fail at it,negative
988506,speaking of which I will be heading down to newcastle tonight will be funny to see their reaction to the fulham game,positive
2638693,i decided that i m going to make a bunch of mix cd,positive
2025029,awh dear what kind of weird though i wa feeling wierd earlier think i am too tired,negative
2967523,hey mac my bff kimi is wondering how old you are she s a huge fan of yours,positive
1959017,i had boatload of sharpy and i didn t go sad sad sad sad so very sad,negative
775039,Oh no ! My church wo n't host a VBS this summer due to lack of budget,negative
1036231,So excited for monday is going to be amazing,positive
1784407,not i because they re not on sale in az,negative
120132,I did n't feel it,negative
556667,I have a tummy ache,negative
2418432,lmaoo look like you ve got a stalker you should be flattered ahahaa,positive
1922041,no internet at the new apartment until next week just iphone,negative
1614262,oh hi guy just woke up again i hate being sick because all i do is sleep,negative
1527270,7 15p Had soumen ! ! ! And yukhoe ! It wa good Then we went on FM Iwate 's live broadcast MAX WAVE SCAPE ? Kenzo 's doing great Thanks all !,positive
1581103,This is kind of cool,positive
2007595,night i am sad people my quot bffs quot leave me out of everything it like i am only their friend when nobody around,negative
3065662,haha i wa typing out a reply to him saying you were up for it then i realised you cannot really if you re in america,positive
2523991,nopee the security people were laughin,positive
1031385,I know me too ! ! ! Gosh he deserves this so much I cannot wait to see them together,positive
2786525,soon going to a quick visit to a friend but first i have to finish the exampaper should really clean the apartment some other time,positive
752353,called in today but wa not able to enjoy it being sick,negative
31612,Why am I not looking forward to my birthday at all ?,negative
974952,auscert is anyone else spoiling their dinner by eating way too many free mentos ? Mmm Mentos,positive
733953,somewhere btwn riding my bike playing wiffle tennis and the baseball game yesterday I got incredibly sunburnt just now noticed,negative
1225433,having a cup of tea and still tryiing to figure this quot twitter quot thing out guess i need my techi son again going to New Life today,positive
1253924,No worry wa looking for some retail activity Thanks though,positive
2868593,may be he make up for talking by walking around,positive
